,ID Number COSPAR,Satellite Name,Country of Operator/Owner,Operator/Owner,Country of Contractor,Contractor,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Period (minutes),Expected Lifetime (yrs.),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Launch Site,Launch Vehicle,Launch Year,Launch Month
5271,2022-049AB,Starlink-3835,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5272,2022-051AT,Starlink-3836,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5273,2022-045AD,Starlink-3837,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5274,2022-045X,Starlink-3838,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5275,2022-049AF,Starlink-3839,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5276,2022-049R,Starlink-3840,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5277,2022-045AQ,Starlink-3841,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5278,2022-049AG,Starlink-3842,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5279,2022-045L,Starlink-3843,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5280,2022-053BB,Starlink-3844,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5281,2022-051J,Starlink-3845,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5282,2022-052BB,Starlink-3846,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5283,2022-045C,Starlink-3847,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5284,2022-045AH,Starlink-3848,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5285,2022-045N,Starlink-3849,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5286,2022-045M,Starlink-3850,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5287,2022-045P,Starlink-3851,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5288,2022-045Q,Starlink-3852,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5289,2022-045AE,Starlink-3853,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5290,2022-052BC,Starlink-3854,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5291,2022-049Z,Starlink-3855,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5292,-=022-049J,Starlink-3856,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5293,2022-049AV,Starlink-3857,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5294,2022-051W,Starlink-3858,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5295,2022-049V,Starlink-3859,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5296,2022-049AC,Starlink-3860,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5297,2022-049BE,Starlink-3861,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5298,2022-049W,Starlink-3862,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5299,2022-049Q,Starlink-3863,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5300,2022-049T,Starlink-3864,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5301,2022-049K,Starlink-3865,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5302,2022-049BB,Starlink-3866,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5303,2022-051BD,Starlink-3867,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5304,2022-052BD,Starlink-3868,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5305,2022-051Q,Starlink-3869,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5306,2022-049A,Starlink-3870,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5307,2022-049AX,Starlink-3871,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5308,2022-049C,Starlink-3872,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5309,2022-049S,Starlink-3873,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5310,2022-045AL,Starlink-3874,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5311,2022-049AJ,Starlink-3875,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5312,2022-045Z,Starlink-3876,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5313,2022-045AA,Starlink-3877,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5314,2022-049AE,Starlink-3878,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5315,2022-049Y,Starlink-3879,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5316,2022-045D,Starlink-3880,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5317,2022-049X,Starlink-3881,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5318,2022-049AA,Starlink-3882,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5319,2022-049AU,Starlink-3883,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5320,2022-049AY,Starlink-3884,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5321,2022-049N,Starlink-3885,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5322,2022-051AY,Starlink-3886,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5323,2022-049AK,Starlink-3887,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5324,2022-049D,Starlink-3888,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5325,2022-045A,Starlink-3889,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,91.5,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
5326,2022-049E,Starlink-3890,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5327,2022-052BE,Starlink-3891,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5328,2022-049AP,Starlink-3892,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5329,2022-051AV,Starlink-3893,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5330,2022-049BA,Starlink-3894,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5331,2022-051AZ,Starlink-3895,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5332,2022-049F,Starlink-3896,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5333,2022-051E,Starlink-3897,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5334,2022-049H,Starlink-3898,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5335,2022-049G,Starlink-3899,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5336,2022-049L,Starlink-3900,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5337,2022-051AQ,Starlink-3901,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5338,2022-049AN,Starlink-3902,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5339,2022-049M,Starlink-3903,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5340,2022-049P,Starlink-3904,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5341,2022-049AW,Starlink-3905,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5342,2022-051BB,Starlink-3906,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5343,2022-049BC,Starlink-3907,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5344,2022-049AS,Starlink-3908,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5345,2022-049B,Starlink-3909,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5346,2022-051BC,Starlink-3910,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5347,2022-051AJ,Starlink-3911,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5348,2022-049BD,Starlink-3912,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5349,2022-049AL,Starlink-3913,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5350,2022-049AR,Starlink-3914,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5351,2022-051AX,Starlink-3915,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5352,2022-049AT,Starlink-3916,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5353,2022-051BE,Starlink-3917,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5354,2022-049AM,Starlink-3918,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5355,2022-051AW,Starlink-3919,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5356,2022-051AR,Starlink-3920,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5357,2022-052R,Starlink-3921,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5358,2022-051BA,Starlink-3922,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5359,2022-049AQ,Starlink-3923,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5360,2022-051AP,Starlink-3924,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5361,2022-049AZ,Starlink-3925,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5362,2022-051L,Starlink-3926,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5363,2022-051AN,Starlink-3927,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5364,2022-052J,Starlink-3928,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5365,2022-051AL,Starlink-3929,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5366,2022-051AM,Starlink-3930,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5367,2022-051R,Starlink-3931,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5368,2022-051AS,Starlink-3932,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5369,2022-051F,Starlink-3933,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5370,2022-053V,Starlink-3934,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5371,2022-051S,Starlink-3935,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5372,2022-053U,Starlink-3936,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5373,2022-051K,Starlink-3937,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5374,2022-051AK,Starlink-3938,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5375,2022-051N,Starlink-3939,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5376,2022-051H,Starlink-3940,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5377,2022-052AS,Starlink-3941,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5378,2022-051AG,Starlink-3942,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5379,2022-051AA,Starlink-3943,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5380,2022-051M,Starlink-3944,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5381,2022-053AM,Starlink-3945,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5382,2022-053AP,Starlink-3946,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5383,2022-052K,Starlink-3947,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5384,2022-051P,Starlink-3948,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5385,2022-051Y,Starlink-3949,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5386,2022-086Y,Starlink-3950,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5387,2022-051A,Starlink-3951,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5388,2022-051B,Starlink-3952,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5389,2022-051AC,Starlink-3953,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5390,2022-051AB,Starlink-3954,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5391,2022-051AE,Starlink-3955,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5392,2022-051AD,Starlink-3956,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5393,2022-051AF,Starlink-3957,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5394,2022-051C,Starlink-3958,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5395,2022-051AH,Starlink-3959,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5396,2022-053D,Starlink-3960,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5397,2022-052AR,Starlink-3961,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5398,2022-053BE,Starlink-3962,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5399,2022-052AX,Starlink-3963,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5400,2022-051D,Starlink-3964,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5401,2022-051T,Starlink-3965,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5402,2022-051V,Starlink-3966,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
5403,2022-052AQ,Starlink-3967,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5404,2022-052AT,Starlink-3968,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5405,2022-051U,Starlink-3969,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Vandenberg AFB,Falcon 9,2022,5
